id,version,block,trial,side,rt,is_opt
cd5d8e1f3613cd72,1,1,1,left,2378,1
cd5d8e1f3613cd72,1,1,2,left,5708,1
cd5d8e1f3613cd72,1,1,3,left,13796,0
cd5d8e1f3613cd72,1,1,4,left,5709,0
cd5d8e1f3613cd72,1,1,5,left,8123,0
cd5d8e1f3613cd72,1,1,6,left,11251,1
cd5d8e1f3613cd72,1,1,7,left,8656,0
cd5d8e1f3613cd72,1,1,8,left,11195,0
cd5d8e1f3613cd72,1,1,9,left,7949,0
cd5d8e1f3613cd72,1,1,10,left,7126,1
cd5d8e1f3613cd72,1,1,11,left,8687,1
cd5d8e1f3613cd72,1,1,12,left,4492,0
cd5d8e1f3613cd72,1,1,13,left,6534,1
cd5d8e1f3613cd72,1,1,14,left,3699,0
cd5d8e1f3613cd72,1,1,15,left,10104,1
cd5d8e1f3613cd72,1,1,16,left,4419,1
cd5d8e1f3613cd72,1,1,17,left,6211,1
cd5d8e1f3613cd72,1,1,18,left,4979,1
cd5d8e1f3613cd72,1,1,19,left,3095,0
cd5d8e1f3613cd72,1,1,20,left,6308,1
cd5d8e1f3613cd72,1,1,21,left,4812,0
cd5d8e1f3613cd72,1,1,22,left,7136,0
cd5d8e1f3613cd72,1,1,23,left,5216,0
cd5d8e1f3613cd72,1,1,24,left,11568,0
cd5d8e1f3613cd72,1,1,25,left,9096,0
cd5d8e1f3613cd72,1,1,26,left,6927,1
cd5d8e1f3613cd72,1,1,27,left,10184,1
cd5d8e1f3613cd72,1,1,28,left,11933,0
cd5d8e1f3613cd72,1,1,29,left,11812,0
cd5d8e1f3613cd72,1,1,30,left,9556,0
cd5d8e1f3613cd72,1,1,31,left,7371,0
cd5d8e1f3613cd72,1,1,32,left,6294,1
cd5d8e1f3613cd72,1,1,33,right,14379,0
cd5d8e1f3613cd72,1,1,34,left,7908,1
cd5d8e1f3613cd72,1,1,35,left,4589,1
cd5d8e1f3613cd72,1,1,36,left,1943,1
cd5d8e1f3613cd72,1,1,37,left,6855,1
cd5d8e1f3613cd72,1,1,38,left,1726,0
cd5d8e1f3613cd72,1,1,39,right,9787,0
cd5d8e1f3613cd72,1,1,40,left,3461,0
cd5d8e1f3613cd72,1,2,1,left,3021,1
cd5d8e1f3613cd72,1,2,2,left,2977,0
cd5d8e1f3613cd72,1,2,3,left,6202,1
cd5d8e1f3613cd72,1,2,4,left,7134,0
cd5d8e1f3613cd72,1,2,5,left,4085,0
cd5d8e1f3613cd72,1,2,6,left,1768,1
cd5d8e1f3613cd72,1,2,7,left,6924,1
cd5d8e1f3613cd72,1,2,8,left,8229,0
cd5d8e1f3613cd72,1,2,9,left,9601,0
cd5d8e1f3613cd72,1,2,10,left,3128,0
cd5d8e1f3613cd72,1,2,11,left,2285,0
cd5d8e1f3613cd72,1,2,12,left,5872,0
cd5d8e1f3613cd72,1,2,13,left,6254,1
cd5d8e1f3613cd72,1,2,14,left,2104,1
cd5d8e1f3613cd72,1,2,15,left,9817,0
cd5d8e1f3613cd72,1,2,16,left,4965,0
cd5d8e1f3613cd72,1,2,17,left,3698,1
cd5d8e1f3613cd72,1,2,18,left,7831,1
cd5d8e1f3613cd72,1,2,19,left,1600,1
cd5d8e1f3613cd72,1,2,20,left,11658,0
cd5d8e1f3613cd72,1,2,21,left,4148,1
cd5d8e1f3613cd72,1,2,22,left,8764,1
cd5d8e1f3613cd72,1,2,23,left,9566,0
cd5d8e1f3613cd72,1,2,24,left,2225,0
cd5d8e1f3613cd72,1,2,25,left,9159,0
cd5d8e1f3613cd72,1,2,26,left,9432,1
cd5d8e1f3613cd72,1,2,27,left,7935,1
cd5d8e1f3613cd72,1,2,28,left,10762,1
cd5d8e1f3613cd72,1,2,29,left,12325,0
cd5d8e1f3613cd72,1,2,30,left,4208,1
cd5d8e1f3613cd72,1,2,31,left,5114,1
cd5d8e1f3613cd72,1,2,32,left,7658,0
cd5d8e1f3613cd72,1,2,33,left,9705,0
cd5d8e1f3613cd72,1,2,34,left,11201,0
cd5d8e1f3613cd72,1,2,35,left,8848,1
cd5d8e1f3613cd72,1,2,36,left,6307,0
cd5d8e1f3613cd72,1,2,37,left,6323,1
cd5d8e1f3613cd72,1,2,38,left,5266,0
cd5d8e1f3613cd72,1,2,39,left,9805,1
cd5d8e1f3613cd72,1,2,40,left,6435,1
cd5d8e1f3613cd72,1,3,1,left,6622,1
cd5d8e1f3613cd72,1,3,2,left,7970,0
cd5d8e1f3613cd72,1,3,3,left,7027,1
cd5d8e1f3613cd72,1,3,4,left,5634,0
cd5d8e1f3613cd72,1,3,5,left,9799,1
cd5d8e1f3613cd72,1,3,6,left,9895,0
cd5d8e1f3613cd72,1,3,7,left,8148,0
cd5d8e1f3613cd72,1,3,8,left,11678,0
cd5d8e1f3613cd72,1,3,9,left,9094,0
cd5d8e1f3613cd72,1,3,10,left,6644,1
cd5d8e1f3613cd72,1,3,11,left,4895,1
cd5d8e1f3613cd72,1,3,12,left,10900,0
cd5d8e1f3613cd72,1,3,13,left,7209,0
cd5d8e1f3613cd72,1,3,14,left,11870,0
cd5d8e1f3613cd72,1,3,15,right,6425,1
cd5d8e1f3613cd72,1,3,16,right,3543,1
cd5d8e1f3613cd72,1,3,17,right,2893,1
cd5d8e1f3613cd72,1,3,18,right,3458,0
cd5d8e1f3613cd72,1,3,19,right,7794,1
cd5d8e1f3613cd72,1,3,20,right,5909,0
cd5d8e1f3613cd72,1,3,21,right,1730,0
cd5d8e1f3613cd72,1,3,22,right,1949,1
cd5d8e1f3613cd72,1,3,23,right,2255,1
cd5d8e1f3613cd72,1,3,24,right,2017,0
cd5d8e1f3613cd72,1,3,25,left,5024,0
cd5d8e1f3613cd72,1,3,26,right,3634,0
cd5d8e1f3613cd72,1,3,27,right,7592,0
cd5d8e1f3613cd72,1,3,28,right,4864,0
cd5d8e1f3613cd72,1,3,29,right,8042,0
cd5d8e1f3613cd72,1,3,30,right,2875,0
cd5d8e1f3613cd72,1,3,31,right,4276,0
cd5d8e1f3613cd72,1,3,32,right,6199,1
cd5d8e1f3613cd72,1,3,33,left,7083,0
cd5d8e1f3613cd72,1,3,34,right,2809,1
cd5d8e1f3613cd72,1,3,35,right,14722,0
cd5d8e1f3613cd72,1,3,36,right,5712,0
cd5d8e1f3613cd72,1,3,37,right,3894,0
cd5d8e1f3613cd72,1,3,38,right,3736,0
cd5d8e1f3613cd72,1,3,39,left,12893,1
cd5d8e1f3613cd72,1,3,40,left,14875,0
