id,version,block,trial,side,rt,is_opt
108d0cfbf2c091ef,1,1,1,right,5266,1
108d0cfbf2c091ef,1,1,2,left,5198,1
108d0cfbf2c091ef,1,1,3,right,6614,1
108d0cfbf2c091ef,1,1,4,right,4424,1
108d0cfbf2c091ef,1,1,5,right,2152,1
108d0cfbf2c091ef,1,1,6,left,1410,1
108d0cfbf2c091ef,1,1,7,left,5356,1
108d0cfbf2c091ef,1,1,8,left,4988,1
108d0cfbf2c091ef,1,1,9,right,6046,1
108d0cfbf2c091ef,1,1,10,left,4394,1
108d0cfbf2c091ef,1,1,11,left,1620,1
108d0cfbf2c091ef,1,1,12,left,2730,1
108d0cfbf2c091ef,1,1,13,right,6068,1
108d0cfbf2c091ef,1,1,14,left,5446,1
108d0cfbf2c091ef,1,1,15,left,5056,1
108d0cfbf2c091ef,1,1,16,right,3360,1
108d0cfbf2c091ef,1,1,17,left,1875,1
108d0cfbf2c091ef,1,1,18,right,3038,1
108d0cfbf2c091ef,1,1,19,left,4238,1
108d0cfbf2c091ef,1,1,20,right,3727,1
108d0cfbf2c091ef,1,1,21,left,2655,1
108d0cfbf2c091ef,1,1,22,right,1575,1
108d0cfbf2c091ef,1,1,23,left,5611,1
108d0cfbf2c091ef,1,1,24,right,6038,1
108d0cfbf2c091ef,1,1,25,left,5363,1
108d0cfbf2c091ef,1,1,26,left,4012,1
108d0cfbf2c091ef,1,1,27,right,1793,1
108d0cfbf2c091ef,1,1,28,right,5182,1
108d0cfbf2c091ef,1,1,29,right,3848,1
108d0cfbf2c091ef,1,1,30,left,4620,1
108d0cfbf2c091ef,1,1,31,right,4028,1
108d0cfbf2c091ef,1,1,32,right,2160,1
108d0cfbf2c091ef,1,1,33,left,2857,1
108d0cfbf2c091ef,1,1,34,left,1740,1
108d0cfbf2c091ef,1,1,35,right,2549,1
108d0cfbf2c091ef,1,1,36,left,1912,1
108d0cfbf2c091ef,1,1,37,left,5452,1
108d0cfbf2c091ef,1,1,38,right,3442,1
108d0cfbf2c091ef,1,1,39,right,5505,1
108d0cfbf2c091ef,1,1,40,right,5977,1
108d0cfbf2c091ef,1,2,1,left,1628,1
108d0cfbf2c091ef,1,2,2,left,5813,1
108d0cfbf2c091ef,1,2,3,left,1658,1
108d0cfbf2c091ef,1,2,4,right,2955,1
108d0cfbf2c091ef,1,2,5,left,4884,1
108d0cfbf2c091ef,1,2,6,left,2970,1
108d0cfbf2c091ef,1,2,7,right,4057,1
108d0cfbf2c091ef,1,2,8,right,2887,1
108d0cfbf2c091ef,1,2,9,left,4328,1
108d0cfbf2c091ef,1,2,10,right,6644,1
108d0cfbf2c091ef,1,2,11,right,6666,1
108d0cfbf2c091ef,1,2,12,left,2677,1
108d0cfbf2c091ef,1,2,13,left,4305,1
108d0cfbf2c091ef,1,2,14,left,6412,1
108d0cfbf2c091ef,1,2,15,right,2798,1
108d0cfbf2c091ef,1,2,16,left,2534,1
108d0cfbf2c091ef,1,2,17,left,2715,1
108d0cfbf2c091ef,1,2,18,right,3907,1
108d0cfbf2c091ef,1,2,19,right,5759,1
108d0cfbf2c091ef,1,2,20,right,3338,1
108d0cfbf2c091ef,1,2,21,right,4485,1
108d0cfbf2c091ef,1,2,22,left,2947,1
108d0cfbf2c091ef,1,2,23,left,2092,1
108d0cfbf2c091ef,1,2,24,right,3946,1
108d0cfbf2c091ef,1,2,25,right,5099,1
108d0cfbf2c091ef,1,2,26,left,5902,1
108d0cfbf2c091ef,1,2,27,right,5415,1
108d0cfbf2c091ef,1,2,28,right,4778,1
108d0cfbf2c091ef,1,2,29,right,2437,1
108d0cfbf2c091ef,1,2,30,right,3549,1
108d0cfbf2c091ef,1,2,31,right,2768,1
108d0cfbf2c091ef,1,2,32,left,6030,1
108d0cfbf2c091ef,1,2,33,left,1455,1
108d0cfbf2c091ef,1,2,34,right,4785,1
108d0cfbf2c091ef,1,2,35,left,5625,1
108d0cfbf2c091ef,1,2,36,left,5107,1
108d0cfbf2c091ef,1,2,37,left,3187,1
108d0cfbf2c091ef,1,2,38,right,4238,1
108d0cfbf2c091ef,1,2,39,right,1747,1
108d0cfbf2c091ef,1,2,40,left,3517,1
108d0cfbf2c091ef,1,3,1,right,1995,1
108d0cfbf2c091ef,1,3,2,left,1748,1
108d0cfbf2c091ef,1,3,3,right,4764,1
108d0cfbf2c091ef,1,3,4,left,1972,1
108d0cfbf2c091ef,1,3,5,left,3780,1
108d0cfbf2c091ef,1,3,6,left,6329,1
108d0cfbf2c091ef,1,3,7,right,1515,1
108d0cfbf2c091ef,1,3,8,left,3562,1
108d0cfbf2c091ef,1,3,9,right,5033,1
108d0cfbf2c091ef,1,3,10,right,2797,1
108d0cfbf2c091ef,1,3,11,right,4928,1
108d0cfbf2c091ef,1,3,12,left,1882,1
108d0cfbf2c091ef,1,3,13,left,3299,1
108d0cfbf2c091ef,1,3,14,right,3989,1
108d0cfbf2c091ef,1,3,15,right,4943,1
108d0cfbf2c091ef,1,3,16,left,5618,1
108d0cfbf2c091ef,1,3,17,left,3240,1
108d0cfbf2c091ef,1,3,18,left,4118,1
108d0cfbf2c091ef,1,3,19,left,3780,1
108d0cfbf2c091ef,1,3,20,right,4184,1
108d0cfbf2c091ef,1,3,21,right,5476,1
108d0cfbf2c091ef,1,3,22,left,5746,1
108d0cfbf2c091ef,1,3,23,right,2872,1
108d0cfbf2c091ef,1,3,24,left,1326,1
108d0cfbf2c091ef,1,3,25,right,3772,1
108d0cfbf2c091ef,1,3,26,right,6080,1
108d0cfbf2c091ef,1,3,27,right,2902,1
108d0cfbf2c091ef,1,3,28,right,2685,1
108d0cfbf2c091ef,1,3,29,right,5654,1
108d0cfbf2c091ef,1,3,30,left,3892,1
108d0cfbf2c091ef,1,3,31,right,3489,1
108d0cfbf2c091ef,1,3,32,right,4375,1
108d0cfbf2c091ef,1,3,33,left,5197,1
108d0cfbf2c091ef,1,3,34,right,3367,1
108d0cfbf2c091ef,1,3,35,left,1298,1
108d0cfbf2c091ef,1,3,36,left,1403,1
108d0cfbf2c091ef,1,3,37,left,3209,1
108d0cfbf2c091ef,1,3,38,right,1703,1
108d0cfbf2c091ef,1,3,39,left,3225,1
108d0cfbf2c091ef,1,3,40,left,3105,1
