id,block,trial,color,rt,is_opt
b71fed8cfe3edc98,1,1,blue,6292,0
b71fed8cfe3edc98,1,2,red,6075,0
b71fed8cfe3edc98,1,3,blue,7020,0
b71fed8cfe3edc98,1,4,blue,7818,0
b71fed8cfe3edc98,1,5,red,7913,0
b71fed8cfe3edc98,1,6,red,7568,0
b71fed8cfe3edc98,1,7,blue,7223,0
b71fed8cfe3edc98,1,8,red,6965,0
b71fed8cfe3edc98,1,9,red,6163,0
b71fed8cfe3edc98,1,10,red,6288,0
b71fed8cfe3edc98,1,11,red,5484,0
b71fed8cfe3edc98,1,12,blue,6369,0
b71fed8cfe3edc98,1,13,blue,6541,0
b71fed8cfe3edc98,1,14,red,8921,0
b71fed8cfe3edc98,1,15,red,6524,0
b71fed8cfe3edc98,1,16,blue,6676,0
b71fed8cfe3edc98,1,17,blue,5247,0
b71fed8cfe3edc98,1,18,red,5689,0
b71fed8cfe3edc98,1,19,red,7047,0
b71fed8cfe3edc98,1,20,blue,7006,0
b71fed8cfe3edc98,1,21,blue,6535,0
b71fed8cfe3edc98,1,22,red,6477,0
b71fed8cfe3edc98,1,23,red,5431,0
b71fed8cfe3edc98,1,24,blue,7225,0
b71fed8cfe3edc98,1,25,blue,5579,0
b71fed8cfe3edc98,1,26,red,4209,0
b71fed8cfe3edc98,1,27,blue,7382,0
b71fed8cfe3edc98,1,28,blue,5806,0
b71fed8cfe3edc98,1,29,blue,9358,0
b71fed8cfe3edc98,1,30,red,5906,0
b71fed8cfe3edc98,1,31,blue,7530,0
b71fed8cfe3edc98,1,32,red,7167,0
b71fed8cfe3edc98,1,33,blue,7569,0
b71fed8cfe3edc98,1,34,red,8600,0
b71fed8cfe3edc98,1,35,red,6190,0
b71fed8cfe3edc98,1,36,blue,6205,0
b71fed8cfe3edc98,1,37,red,8136,0
b71fed8cfe3edc98,1,38,blue,6045,1
b71fed8cfe3edc98,1,39,red,4559,1
b71fed8cfe3edc98,1,40,red,4693,1
b71fed8cfe3edc98,2,1,red,7957,1
b71fed8cfe3edc98,2,2,blue,4574,1
b71fed8cfe3edc98,2,3,blue,21058,0
b71fed8cfe3edc98,2,4,red,5701,0
b71fed8cfe3edc98,2,5,blue,5542,0
b71fed8cfe3edc98,2,6,blue,6951,1
b71fed8cfe3edc98,2,7,blue,4960,1
b71fed8cfe3edc98,2,8,red,8581,1
b71fed8cfe3edc98,2,9,blue,6743,1
b71fed8cfe3edc98,2,10,red,6901,1
b71fed8cfe3edc98,2,11,blue,7909,1
b71fed8cfe3edc98,2,12,red,5892,1
b71fed8cfe3edc98,2,13,red,5100,1
b71fed8cfe3edc98,2,14,red,4304,1
b71fed8cfe3edc98,2,15,red,2944,1
b71fed8cfe3edc98,2,16,red,6012,1
b71fed8cfe3edc98,2,17,red,6293,0
b71fed8cfe3edc98,2,18,blue,4935,0
b71fed8cfe3edc98,2,19,red,5841,1
b71fed8cfe3edc98,2,20,red,4318,1
b71fed8cfe3edc98,2,21,red,5287,1
b71fed8cfe3edc98,2,22,blue,3319,1
b71fed8cfe3edc98,2,23,red,8102,1
b71fed8cfe3edc98,2,24,blue,6588,1
b71fed8cfe3edc98,2,25,red,3802,1
b71fed8cfe3edc98,2,26,blue,5465,1
b71fed8cfe3edc98,2,27,blue,4546,1
b71fed8cfe3edc98,2,28,blue,3928,1
b71fed8cfe3edc98,2,29,red,2143,1
b71fed8cfe3edc98,2,30,blue,8505,1
b71fed8cfe3edc98,2,31,blue,3162,1
b71fed8cfe3edc98,2,32,red,6657,1
b71fed8cfe3edc98,2,33,blue,7257,1
b71fed8cfe3edc98,2,34,red,6767,1
b71fed8cfe3edc98,2,35,blue,7999,1
b71fed8cfe3edc98,2,36,blue,12018,1
b71fed8cfe3edc98,2,37,blue,3785,1
b71fed8cfe3edc98,2,38,blue,5400,1
b71fed8cfe3edc98,2,39,red,9117,1
b71fed8cfe3edc98,2,40,red,4291,0
b71fed8cfe3edc98,3,1,blue,7704,0
b71fed8cfe3edc98,3,2,red,5950,0
b71fed8cfe3edc98,3,3,blue,6420,0
b71fed8cfe3edc98,3,4,red,5759,0
b71fed8cfe3edc98,3,5,blue,5828,0
b71fed8cfe3edc98,3,6,red,6225,0
b71fed8cfe3edc98,3,7,blue,5575,0
b71fed8cfe3edc98,3,8,red,6889,0
b71fed8cfe3edc98,3,9,blue,6378,0
b71fed8cfe3edc98,3,10,red,5911,1
b71fed8cfe3edc98,3,11,blue,5635,0
b71fed8cfe3edc98,3,12,red,5134,1
b71fed8cfe3edc98,3,13,red,4347,1
b71fed8cfe3edc98,3,14,blue,3104,1
b71fed8cfe3edc98,3,15,red,2636,1
b71fed8cfe3edc98,3,16,blue,1486,1
b71fed8cfe3edc98,3,17,blue,2936,1
b71fed8cfe3edc98,3,18,red,6775,1
b71fed8cfe3edc98,3,19,blue,5557,1
b71fed8cfe3edc98,3,20,blue,2873,1
b71fed8cfe3edc98,3,21,red,4976,1
b71fed8cfe3edc98,3,22,red,3519,1
b71fed8cfe3edc98,3,23,blue,8490,0
b71fed8cfe3edc98,3,24,blue,7268,1
b71fed8cfe3edc98,3,25,blue,3042,1
b71fed8cfe3edc98,3,26,red,4166,1
b71fed8cfe3edc98,3,27,red,6274,1
b71fed8cfe3edc98,3,28,red,2953,1
b71fed8cfe3edc98,3,29,red,2313,1
b71fed8cfe3edc98,3,30,red,7211,0
b71fed8cfe3edc98,3,31,blue,6832,1
b71fed8cfe3edc98,3,32,red,6508,1
b71fed8cfe3edc98,3,33,red,4902,0
b71fed8cfe3edc98,3,34,blue,1954,1
b71fed8cfe3edc98,3,35,blue,2502,1
b71fed8cfe3edc98,3,36,blue,3461,1
b71fed8cfe3edc98,3,37,blue,4663,0
b71fed8cfe3edc98,3,38,blue,4071,1
b71fed8cfe3edc98,3,39,red,9518,0
b71fed8cfe3edc98,3,40,blue,3124,1
