id,block,trial,color,rt,is_opt
9b914dc5b081379f,1,1,blue,2830,0
9b914dc5b081379f,1,2,red,2677,0
9b914dc5b081379f,1,3,blue,5373,0
9b914dc5b081379f,1,4,blue,11527,1
9b914dc5b081379f,1,5,red,15217,0
9b914dc5b081379f,1,6,blue,8877,1
9b914dc5b081379f,1,7,red,3176,1
9b914dc5b081379f,1,8,red,5551,1
9b914dc5b081379f,1,9,blue,14621,1
9b914dc5b081379f,1,10,blue,11856,0
9b914dc5b081379f,1,11,red,3524,1
9b914dc5b081379f,1,12,red,5593,0
9b914dc5b081379f,1,13,blue,9390,1
9b914dc5b081379f,1,14,red,4139,0
9b914dc5b081379f,1,15,blue,2510,1
9b914dc5b081379f,1,16,red,9055,0
9b914dc5b081379f,1,17,blue,11600,1
9b914dc5b081379f,1,18,blue,9174,0
9b914dc5b081379f,1,19,blue,4864,1
9b914dc5b081379f,1,20,blue,11988,0
9b914dc5b081379f,1,21,red,8864,0
9b914dc5b081379f,1,22,red,10730,1
9b914dc5b081379f,1,23,red,6600,1
9b914dc5b081379f,1,24,red,2086,0
9b914dc5b081379f,1,25,blue,4149,1
9b914dc5b081379f,1,26,red,13523,0
9b914dc5b081379f,1,27,blue,10156,0
9b914dc5b081379f,1,28,blue,3482,0
9b914dc5b081379f,1,29,blue,3485,1
9b914dc5b081379f,1,30,blue,12796,0
9b914dc5b081379f,1,31,red,4882,0
9b914dc5b081379f,1,32,blue,4387,0
9b914dc5b081379f,1,33,red,7898,1
9b914dc5b081379f,1,34,blue,4031,0
9b914dc5b081379f,1,35,red,3976,1
9b914dc5b081379f,1,36,blue,5661,0
9b914dc5b081379f,1,37,red,4010,0
9b914dc5b081379f,1,38,red,12014,0
9b914dc5b081379f,1,39,red,12953,1
9b914dc5b081379f,1,40,red,5824,1
9b914dc5b081379f,2,1,blue,3365,0
9b914dc5b081379f,2,2,blue,7226,1
9b914dc5b081379f,2,3,blue,2043,0
9b914dc5b081379f,2,4,red,11653,0
9b914dc5b081379f,2,5,red,4365,0
9b914dc5b081379f,2,6,blue,5257,0
9b914dc5b081379f,2,7,red,15375,1
9b914dc5b081379f,2,8,red,11615,0
9b914dc5b081379f,2,9,red,5474,0
9b914dc5b081379f,2,10,blue,4742,0
9b914dc5b081379f,2,11,blue,8346,0
9b914dc5b081379f,2,12,red,7263,1
9b914dc5b081379f,2,13,red,6398,0
9b914dc5b081379f,2,14,red,10259,0
9b914dc5b081379f,2,15,red,7363,0
9b914dc5b081379f,2,16,blue,7041,1
9b914dc5b081379f,2,17,blue,15354,0
9b914dc5b081379f,2,18,red,10163,1
9b914dc5b081379f,2,19,red,13871,1
9b914dc5b081379f,2,20,blue,1643,0
9b914dc5b081379f,2,21,blue,4056,1
9b914dc5b081379f,2,22,blue,13295,1
9b914dc5b081379f,2,23,blue,17669,0
9b914dc5b081379f,2,24,blue,9897,0
9b914dc5b081379f,2,25,red,12625,0
9b914dc5b081379f,2,26,blue,12647,0
9b914dc5b081379f,2,27,red,12895,0
9b914dc5b081379f,2,28,red,16837,0
9b914dc5b081379f,2,29,blue,10143,0
9b914dc5b081379f,2,30,red,10378,0
9b914dc5b081379f,2,31,blue,2393,0
9b914dc5b081379f,2,32,red,5347,0
9b914dc5b081379f,2,33,red,14178,1
9b914dc5b081379f,2,34,red,5727,0
9b914dc5b081379f,2,35,blue,5506,1
9b914dc5b081379f,2,36,blue,2128,1
9b914dc5b081379f,2,37,red,14100,1
9b914dc5b081379f,2,38,blue,9097,0
9b914dc5b081379f,2,39,blue,4826,0
9b914dc5b081379f,2,40,blue,6940,1
9b914dc5b081379f,3,1,red,3565,0
9b914dc5b081379f,3,2,blue,8253,0
9b914dc5b081379f,3,3,blue,5149,1
9b914dc5b081379f,3,4,red,7249,0
9b914dc5b081379f,3,5,red,10682,0
9b914dc5b081379f,3,6,blue,1930,0
9b914dc5b081379f,3,7,red,7135,1
9b914dc5b081379f,3,8,red,2031,0
9b914dc5b081379f,3,9,blue,4110,1
9b914dc5b081379f,3,10,blue,9694,1
9b914dc5b081379f,3,11,blue,3959,1
9b914dc5b081379f,3,12,red,13967,1
9b914dc5b081379f,3,13,blue,14278,0
9b914dc5b081379f,3,14,blue,16708,0
9b914dc5b081379f,3,15,blue,11263,0
9b914dc5b081379f,3,16,blue,13467,1
9b914dc5b081379f,3,17,blue,3493,0
9b914dc5b081379f,3,18,blue,10958,0
9b914dc5b081379f,3,19,red,4682,0
9b914dc5b081379f,3,20,blue,7386,0
9b914dc5b081379f,3,21,red,9673,0
9b914dc5b081379f,3,22,blue,11076,0
9b914dc5b081379f,3,23,blue,6464,0
9b914dc5b081379f,3,24,red,8056,1
9b914dc5b081379f,3,25,blue,1471,0
9b914dc5b081379f,3,26,blue,3045,0
9b914dc5b081379f,3,27,blue,7029,1
9b914dc5b081379f,3,28,blue,15721,0
9b914dc5b081379f,3,29,red,11418,0
9b914dc5b081379f,3,30,blue,9518,1
9b914dc5b081379f,3,31,red,6463,1
9b914dc5b081379f,3,32,red,3871,0
9b914dc5b081379f,3,33,blue,7205,0
9b914dc5b081379f,3,34,blue,4579,0
9b914dc5b081379f,3,35,red,8204,0
9b914dc5b081379f,3,36,red,12633,1
9b914dc5b081379f,3,37,red,3220,0
9b914dc5b081379f,3,38,blue,8097,1
9b914dc5b081379f,3,39,red,5993,0
9b914dc5b081379f,3,40,red,1744,0
