id,block,trial,color,rt,is_opt
085a1594b32f7ee4,1,1,red,5230,0
085a1594b32f7ee4,1,2,blue,2473,0
085a1594b32f7ee4,1,3,red,13671,1
085a1594b32f7ee4,1,4,blue,5639,0
085a1594b32f7ee4,1,5,blue,3492,0
085a1594b32f7ee4,1,6,blue,9202,0
085a1594b32f7ee4,1,7,red,1691,0
085a1594b32f7ee4,1,8,red,12320,0
085a1594b32f7ee4,1,9,blue,16803,1
085a1594b32f7ee4,1,10,red,10134,0
085a1594b32f7ee4,1,11,blue,5197,0
085a1594b32f7ee4,1,12,blue,20257,0
085a1594b32f7ee4,1,13,blue,12323,0
085a1594b32f7ee4,1,14,red,5301,0
085a1594b32f7ee4,1,15,red,13561,1
085a1594b32f7ee4,1,16,red,4200,0
085a1594b32f7ee4,1,17,red,12125,0
085a1594b32f7ee4,1,18,blue,19479,1
085a1594b32f7ee4,1,19,blue,5751,0
085a1594b32f7ee4,1,20,red,6553,1
085a1594b32f7ee4,1,21,red,6792,1
085a1594b32f7ee4,1,22,blue,4291,0
085a1594b32f7ee4,1,23,red,3999,0
085a1594b32f7ee4,1,24,blue,9882,1
085a1594b32f7ee4,1,25,red,20910,0
085a1594b32f7ee4,1,26,red,6324,1
085a1594b32f7ee4,1,27,red,7389,0
085a1594b32f7ee4,1,28,blue,3028,0
085a1594b32f7ee4,1,29,blue,2148,1
085a1594b32f7ee4,1,30,blue,2284,0
085a1594b32f7ee4,1,31,blue,8290,0
085a1594b32f7ee4,1,32,blue,2772,1
085a1594b32f7ee4,1,33,red,7054,1
085a1594b32f7ee4,1,34,blue,4148,0
085a1594b32f7ee4,1,35,red,10401,0
085a1594b32f7ee4,1,36,red,7703,0
085a1594b32f7ee4,1,37,red,3249,1
085a1594b32f7ee4,1,38,red,7280,0
085a1594b32f7ee4,1,39,red,11649,0
085a1594b32f7ee4,1,40,blue,3348,1
085a1594b32f7ee4,2,1,red,5743,1
085a1594b32f7ee4,2,2,blue,3743,1
085a1594b32f7ee4,2,3,blue,11564,1
085a1594b32f7ee4,2,4,blue,1841,0
085a1594b32f7ee4,2,5,blue,5943,1
085a1594b32f7ee4,2,6,red,2382,0
085a1594b32f7ee4,2,7,blue,11993,0
085a1594b32f7ee4,2,8,blue,8223,1
085a1594b32f7ee4,2,9,blue,2100,0
085a1594b32f7ee4,2,10,blue,2962,1
085a1594b32f7ee4,2,11,red,4412,1
085a1594b32f7ee4,2,12,red,16158,1
085a1594b32f7ee4,2,13,red,14576,1
085a1594b32f7ee4,2,14,red,24839,1
085a1594b32f7ee4,2,15,blue,6612,1
085a1594b32f7ee4,2,16,blue,3066,0
085a1594b32f7ee4,2,17,red,8782,0
085a1594b32f7ee4,2,18,blue,9745,0
085a1594b32f7ee4,2,19,red,8142,1
085a1594b32f7ee4,2,20,red,2545,0
085a1594b32f7ee4,2,21,blue,11936,1
085a1594b32f7ee4,2,22,red,19882,0
085a1594b32f7ee4,2,23,blue,13367,1
